combo,tails,circuits,max_tail,max_circuit,circuit_lengths,tail_lengths,edge_selection
1101001000,3384,6588,4286,10224,"[6, 36, 84, 180, 312, 522, 1488, 3780, 10224]","{28: 377, 2: 1293, 14: 306, 12: 495, 82: 115, 42: 189, 4: 304, 436: 21, 44: 73, 56: 115, 218: 18, 54: 29, 1324: 5, 714: 11, 148: 16, 888: 3, 878: 5, 932: 5, 4286: 2, 1: 1, 35: 1}",023678
1101001010,3384,37332,3700,8826,"[2, 6, 30, 72, 156, 270, 450, 1284, 3264, 8826]","{24: 377, 2: 1293, 12: 306, 10: 495, 70: 115, 36: 189, 4: 304, 376: 21, 38: 73, 48: 115, 188: 18, 46: 29, 1142: 5, 616: 11, 128: 16, 766: 3, 758: 5, 804: 5, 3700: 2, 1: 1, 29: 1}",023678
1110000000,3384,6560,10574,25236,"[6, 12, 114, 294, 708, 1314, 3756, 9216, 25236]","{4: 2092, 8: 492, 36: 377, 68: 115, 1156: 21, 30: 118, 140: 73, 578: 18, 246: 29, 3424: 5, 1830: 11, 376: 16, 2268: 3, 2162: 5, 2408: 5, 10574: 2, 1: 1, 5: 1}",023678
1110000010,3384,37304,9036,21570,"[2, 4, 12, 96, 252, 606, 1122, 3210, 7878, 21570]","{4: 2092, 8: 492, 30: 377, 56: 115, 986: 21, 24: 118, 118: 73, 492: 18, 208: 29, 2924: 5, 1562: 11, 320: 16, 1936: 3, 1846: 5, 2056: 5, 9036: 2, 1: 1, 3: 1}",023678
1110001000,3384,11596,32179,402,"[6, 372, 402]","{34: 377, 2: 1293, 4: 1291, 584: 18, 78: 89, 124: 118, 200: 26, 248: 26, 416: 55, 370: 18, 66: 29, 7170: 3, 1922: 13, 3168: 8, 3664: 8, 22648: 1, 1078: 3, 19424: 3, 13002: 2, 32179: 1, 1: 1, 68: 1}",023678
1110001010,3384,42340,26453,330,"[2, 6, 306, 330]","{28: 377, 2: 1293, 4: 1291, 480: 18, 64: 89, 102: 118, 164: 26, 204: 26, 342: 55, 304: 18, 54: 29, 5894: 3, 1580: 13, 2604: 8, 3012: 8, 18618: 1, 886: 3, 15968: 3, 10688: 2, 26453: 1, 1: 1, 56: 1}",023678
1111000000,3384,29493,6524,15570,"[6, 12, 78, 180, 438, 810, 2316, 5688, 15570]","{4: 2092, 8: 492, 18: 495, 44: 115, 712: 21, 86: 73, 356: 18, 150: 29, 2110: 5, 1128: 11, 232: 16, 1398: 3, 1334: 5, 1484: 5, 6524: 2, 1: 1, 5: 1}",023678
1111000010,3384,60237,6336,15126,"[2, 4, 12, 72, 176, 426, 786, 2250, 5526, 15126]","{4: 2092, 8: 492, 18: 377, 40: 115, 690: 21, 16: 118, 82: 73, 344: 18, 144: 29, 2048: 5, 1094: 11, 224: 16, 1356: 3, 1294: 5, 1440: 5, 6336: 2, 1: 1, 3: 1}",023678
1111001000,3384,10493,4286,10224,"[6, 12, 24, 84, 180, 312, 522, 1488, 3780, 10224]","{28: 377, 2: 1293, 14: 306, 12: 495, 82: 115, 42: 189, 4: 304, 436: 21, 44: 73, 56: 115, 218: 18, 54: 29, 1324: 5, 714: 11, 148: 16, 888: 3, 878: 5, 932: 5, 4286: 2, 1: 1, 23: 1}",023678
1111001010,3384,41237,3700,8826,"[2, 6, 10, 20, 72, 156, 270, 450, 1284, 3264, 8826]","{24: 377, 2: 1293, 12: 306, 10: 495, 70: 115, 36: 189, 4: 304, 376: 21, 38: 73, 48: 115, 188: 18, 46: 29, 1142: 5, 616: 11, 128: 16, 766: 3, 758: 5, 804: 5, 3700: 2, 1: 1, 19: 1}",023678
1200000000,3384,7435,6126,3576,"[6, 12, 42, 96, 192, 534, 1302, 3576]","{4: 2092, 8: 492, 170: 89, 24: 306, 88: 73, 42: 118, 494: 26, 266: 45, 56: 71, 3002: 5, 312: 18, 348: 26, 1504: 5, 330: 8, 4934: 3, 1052: 3, 6126: 1, 6108: 1, 1: 1, 5: 1}",023678
1200000010,3384,38179,5242,3060,"[2, 4, 12, 36, 84, 162, 456, 1116, 3060]","{4: 2092, 8: 492, 144: 89, 20: 306, 74: 73, 34: 118, 420: 26, 226: 45, 48: 71, 2568: 5, 266: 18, 296: 26, 1286: 5, 280: 8, 4222: 3, 900: 3, 5242: 1, 5228: 1, 1: 1, 3: 1}",023678
1200001000,3384,16167,12560,7350,"[6, 72, 78, 84, 672, 1584, 7350]","{50: 376, 2: 1293, 4: 1291, 130: 89, 56: 115, 28: 118, 348: 26, 6378: 5, 124: 29, 722: 18, 3172: 5, 1364: 8, 10110: 3, 2004: 3, 12560: 1, 11918: 1, 1: 1, 41: 1, 78: 1}",023678
1200001010,3384,46911,10408,6090,"[2, 4, 6, 60, 66, 72, 558, 1314, 6090]","{42: 376, 2: 1293, 4: 1291, 108: 89, 48: 115, 24: 118, 288: 26, 5284: 5, 102: 29, 596: 18, 2626: 5, 1126: 8, 8378: 3, 1660: 3, 10408: 1, 9878: 1, 1: 1, 33: 1, 64: 1}",023678
1201000000,3384,30368,3840,2244,"[6, 12, 24, 60, 120, 336, 816, 2244]","{4: 2092, 8: 492, 104: 89, 12: 306, 52: 73, 24: 118, 308: 26, 164: 45, 32: 71, 1880: 5, 192: 18, 216: 26, 940: 5, 204: 8, 3092: 3, 656: 3, 3840: 1, 3828: 1, 1: 1, 5: 1}",023678
1201000010,3384,61112,3718,2172,"[2, 4, 12, 24, 60, 114, 324, 792, 2172]","{4: 2092, 8: 492, 100: 89, 12: 306, 50: 73, 22: 118, 296: 26, 158: 45, 32: 71, 1820: 5, 186: 18, 208: 26, 910: 5, 196: 8, 2994: 3, 636: 3, 3718: 1, 3708: 1, 1: 1, 3: 1}",023678
1201001000,3384,14398,4286,10224,"[6, 12, 18, 84, 180, 312, 522, 1488, 3780, 10224]","{28: 377, 2: 1293, 14: 306, 12: 495, 82: 115, 42: 189, 4: 304, 436: 21, 44: 73, 56: 115, 218: 18, 54: 29, 1324: 5, 714: 11, 148: 16, 888: 3, 878: 5, 932: 5, 4286: 2, 1: 1, 11: 1}",023678
1201001010,3384,45142,3700,8826,"[2, 4, 6, 10, 16, 72, 156, 270, 450, 1284, 3264, 8826]","{24: 377, 2: 1293, 12: 306, 10: 495, 70: 115, 36: 189, 4: 304, 376: 21, 38: 73, 48: 115, 188: 18, 46: 29, 1142: 5, 616: 11, 128: 16, 766: 3, 758: 5, 804: 5, 3700: 2, 1: 1, 9: 1}",023678
1210000000,3384,3530,6594,3846,"[12, 48, 114, 192, 570, 1410, 3846]","{4: 2092, 8: 492, 182: 89, 30: 306, 94: 73, 42: 118, 524: 26, 284: 45, 68: 71, 3230: 5, 336: 18, 372: 26, 1618: 5, 348: 8, 5312: 3, 1136: 3, 6594: 1, 6582: 1, 1: 1, 5: 1}",023678
1210000010,3384,34274,5554,3240,"[2, 12, 40, 96, 162, 480, 1188, 3240]","{4: 2092, 8: 492, 152: 89, 24: 306, 78: 73, 34: 118, 440: 26, 238: 45, 56: 71, 2720: 5, 282: 18, 312: 26, 1362: 5, 292: 8, 4474: 3, 956: 3, 5554: 1, 5544: 1, 1: 1, 3: 1}",023678
1210001000,3384,12262,13118,7674,"[6, 78, 90, 102, 708, 1662, 7674]","{56: 376, 2: 1293, 4: 1291, 136: 89, 68: 115, 34: 118, 360: 26, 6654: 5, 124: 29, 740: 18, 3298: 5, 1400: 8, 10560: 3, 2088: 3, 13118: 1, 12458: 1, 1: 1, 41: 1, 78: 1}",023678
1210001010,3384,43006,10780,6306,"[2, 6, 64, 74, 84, 582, 1366, 6306]","{46: 376, 2: 1293, 4: 1291, 112: 89, 56: 115, 28: 118, 296: 26, 5468: 5, 102: 29, 608: 18, 2710: 5, 1150: 8, 8678: 3, 1716: 3, 10780: 1, 10238: 1, 1: 1, 33: 1, 64: 1}",023678
1211000000,3384,26463,4308,2514,"[6, 12, 30, 78, 120, 372, 924, 2514]","{4: 2092, 8: 492, 116: 89, 18: 306, 58: 73, 24: 118, 338: 26, 182: 45, 44: 71, 2108: 5, 216: 18, 240: 26, 1054: 5, 222: 8, 3470: 3, 740: 3, 4308: 1, 4302: 1, 1: 1, 5: 1}",023678
1211000010,3384,57207,4030,2352,"[2, 4, 12, 28, 72, 114, 348, 864, 2352]","{4: 2092, 8: 492, 108: 89, 16: 306, 54: 73, 22: 118, 316: 26, 170: 45, 40: 71, 1972: 5, 202: 18, 224: 26, 986: 5, 208: 8, 3246: 3, 692: 3, 4030: 1, 4024: 1, 1: 1, 3: 1}",023678
1211001000,3384,10493,4286,10224,"[6, 12, 24, 84, 180, 312, 522, 1488, 3780, 10224]","{28: 377, 2: 1293, 14: 306, 12: 495, 82: 115, 42: 189, 4: 304, 436: 21, 44: 73, 56: 115, 218: 18, 54: 29, 1324: 5, 714: 11, 148: 16, 888: 3, 878: 5, 932: 5, 4286: 2, 1: 1, 11: 1}",023678
1211001010,3384,41237,3700,8826,"[2, 6, 10, 20, 72, 156, 270, 450, 1284, 3264, 8826]","{24: 377, 2: 1293, 12: 306, 10: 495, 70: 115, 36: 189, 4: 304, 376: 21, 38: 73, 48: 115, 188: 18, 46: 29, 1142: 5, 616: 11, 128: 16, 766: 3, 758: 5, 804: 5, 3700: 2, 1: 1, 9: 1}",023678
1300000000,3384,11340,5760,3360,"[6, 12, 42, 96, 174, 498, 1230, 3360]","{4: 2092, 8: 492, 158: 89, 24: 306, 82: 73, 36: 118, 458: 26, 248: 45, 56: 71, 2822: 5, 294: 18, 324: 26, 1414: 5, 306: 8, 4640: 3, 992: 3, 5760: 1, 5748: 1, 1: 1, 5: 1}",023678
1300000010,3384,42084,4998,2916,"[2, 4, 12, 36, 84, 150, 432, 1068, 2916]","{4: 2092, 8: 492, 136: 89, 20: 306, 70: 73, 30: 118, 396: 26, 214: 45, 48: 71, 2448: 5, 254: 18, 280: 26, 1226: 5, 264: 8, 4026: 3, 860: 3, 4998: 1, 4988: 1, 1: 1, 3: 1}",023678
1300001000,3384,15844,9464,22554,"[6, 84, 258, 606, 1206, 3372, 8208, 22554]","{34: 377, 2: 1293, 4: 1291, 56: 115, 1056: 21, 28: 118, 134: 73, 536: 18, 250: 29, 3102: 5, 1660: 11, 336: 16, 2062: 3, 1946: 5, 2180: 5, 9464: 2, 1: 1, 19: 1}",023678
1300001010,3384,46588,7866,18744,"[2, 4, 6, 72, 214, 504, 1002, 2802, 6822, 18744]","{28: 377, 2: 1293, 4: 1291, 48: 115, 878: 21, 24: 118, 112: 73, 446: 18, 208: 29, 2578: 5, 1380: 11, 280: 16, 1714: 3, 1618: 5, 1812: 5, 7866: 2, 1: 1, 15: 1}",023678
1301000000,3384,34273,3474,2028,"[6, 12, 24, 60, 102, 300, 744, 2028]","{4: 2092, 8: 492, 92: 89, 12: 306, 46: 73, 18: 118, 272: 26, 146: 45, 32: 71, 1700: 5, 174: 18, 192: 26, 850: 5, 180: 8, 2798: 3, 596: 3, 3474: 1, 3468: 1, 1: 1, 5: 1}",023678
1301000010,3384,65017,3474,2028,"[2, 4, 12, 24, 60, 102, 300, 744, 2028]","{4: 2092, 8: 492, 92: 89, 12: 306, 46: 73, 18: 118, 272: 26, 146: 45, 32: 71, 1700: 5, 174: 18, 192: 26, 850: 5, 180: 8, 2798: 3, 596: 3, 3474: 1, 3468: 1, 1: 1, 3: 1}",023678
1301001000,3384,10493,4286,10224,"[6, 30, 84, 180, 312, 522, 1488, 3780, 10224]","{28: 377, 2: 1293, 14: 306, 12: 495, 82: 115, 42: 189, 4: 304, 436: 21, 44: 73, 56: 115, 218: 18, 54: 29, 1324: 5, 714: 11, 148: 16, 888: 3, 878: 5, 932: 5, 4286: 2, 1: 1, 29: 1}",023678
1301001010,3384,41237,3700,8826,"[2, 4, 6, 26, 72, 156, 270, 450, 1284, 3264, 8826]","{24: 377, 2: 1293, 12: 306, 10: 495, 70: 115, 36: 189, 4: 304, 376: 21, 38: 73, 48: 115, 188: 18, 46: 29, 1142: 5, 616: 11, 128: 16, 766: 3, 758: 5, 804: 5, 3700: 2, 1: 1, 25: 1}",023678
1310000000,3384,7435,6228,3630,"[6, 12, 48, 114, 174, 534, 1338, 3630]","{4: 2092, 8: 492, 170: 89, 30: 306, 88: 73, 36: 118, 488: 26, 266: 45, 68: 71, 3050: 5, 318: 18, 348: 26, 1528: 5, 324: 8, 5018: 3, 1076: 3, 6228: 1, 6222: 1, 1: 1, 5: 1}",023678
1310000010,3384,38179,5310,3096,"[2, 4, 12, 40, 96, 150, 456, 1140, 3096]","{4: 2092, 8: 492, 144: 89, 24: 306, 74: 73, 30: 118, 416: 26, 226: 45, 56: 71, 2600: 5, 270: 18, 296: 26, 1302: 5, 276: 8, 4278: 3, 916: 3, 5310: 1, 5304: 1, 1: 1, 3: 1}",023678
1310001000,3384,11939,10028,23886,"[6, 102, 270, 642, 1278, 3570, 8694, 23886]","{34: 495, 2: 1293, 4: 1291, 68: 115, 1122: 21, 146: 73, 572: 18, 268: 29, 3288: 5, 1762: 11, 360: 16, 2188: 3, 2066: 5, 2312: 5, 10028: 2, 1: 1, 19: 1}",023678
1310001010,3384,42683,8242,19632,"[2, 6, 84, 222, 528, 1050, 2934, 7146, 19632]","{28: 495, 2: 1293, 4: 1291, 56: 115, 922: 21, 120: 73, 470: 18, 220: 29, 2702: 5, 1448: 11, 296: 16, 1798: 3, 1698: 5, 1900: 5, 8242: 2, 1: 1, 15: 1}",023678
1311000000,3384,30368,3942,2298,"[6, 12, 30, 78, 102, 336, 852, 2298]","{4: 2092, 8: 492, 104: 89, 18: 424, 52: 73, 302: 26, 164: 45, 44: 71, 1928: 5, 198: 26, 216: 26, 964: 5, 3176: 3, 680: 3, 3942: 2, 1: 1, 5: 1}",023678
1311000010,3384,61112,3786,2208,"[2, 4, 12, 28, 72, 102, 324, 816, 2208]","{4: 2092, 8: 492, 100: 89, 16: 306, 50: 73, 18: 118, 292: 26, 158: 45, 40: 71, 1852: 5, 190: 18, 208: 26, 926: 5, 192: 8, 3050: 3, 652: 3, 3786: 1, 3784: 1, 1: 1, 3: 1}",023678
1311001000,3384,6588,4286,10224,"[6, 36, 84, 180, 312, 522, 1488, 3780, 10224]","{28: 377, 2: 1293, 14: 306, 12: 495, 82: 115, 42: 189, 4: 304, 436: 21, 44: 73, 56: 115, 218: 18, 54: 29, 1324: 5, 714: 11, 148: 16, 888: 3, 878: 5, 932: 5, 4286: 2, 1: 1, 35: 1}",023678
1311001010,3384,37332,3700,8826,"[2, 6, 30, 72, 156, 270, 450, 1284, 3264, 8826]","{24: 377, 2: 1293, 12: 306, 10: 495, 70: 115, 36: 189, 4: 304, 376: 21, 38: 73, 48: 115, 188: 18, 46: 29, 1142: 5, 616: 11, 128: 16, 766: 3, 758: 5, 804: 5, 3700: 2, 1: 1, 29: 1}",023678
1400000000,3384,7435,5760,3360,"[12, 42, 96, 174, 498, 1230, 3360]","{4: 2092, 8: 492, 158: 89, 24: 306, 82: 73, 36: 118, 458: 26, 248: 45, 56: 71, 2822: 5, 294: 18, 324: 26, 1414: 5, 306: 8, 4640: 3, 992: 3, 5760: 1, 5748: 1, 1: 1, 5: 1}",023678
1400000010,3384,38179,4998,2916,"[2, 8, 12, 36, 84, 150, 432, 1068, 2916]","{4: 2092, 8: 492, 136: 89, 20: 306, 70: 73, 30: 118, 396: 26, 214: 45, 48: 71, 2448: 5, 254: 18, 280: 26, 1226: 5, 264: 8, 4026: 3, 860: 3, 4998: 1, 4988: 1, 1: 1, 3: 1}",023678
1400001000,3384,11939,10220,24372,"[6, 84, 282, 660, 1296, 3642, 8874, 24372]","{40: 377, 2: 1293, 4: 1291, 56: 115, 1134: 21, 28: 118, 140: 73, 572: 18, 262: 29, 3342: 5, 1786: 11, 360: 16, 2218: 3, 2096: 5, 2348: 5, 10220: 2, 1: 1, 19: 1}",023678
1400001010,3384,42683,8370,19956,"[2, 6, 72, 230, 540, 1062, 2982, 7266, 19956]","{32: 377, 2: 1293, 4: 1291, 48: 115, 930: 21, 24: 118, 116: 73, 470: 18, 216: 29, 2738: 5, 1464: 11, 296: 16, 1818: 3, 1718: 5, 1924: 5, 8370: 2, 1: 1, 15: 1}",023678
1401000000,3384,30368,3474,2028,"[6, 12, 24, 60, 102, 300, 744, 2028]","{4: 2092, 8: 492, 92: 89, 12: 306, 46: 73, 18: 118, 272: 26, 146: 45, 32: 71, 1700: 5, 174: 18, 192: 26, 850: 5, 180: 8, 2798: 3, 596: 3, 3474: 1, 3468: 1, 1: 1, 5: 1}",023678
1401000010,3384,61112,3474,2028,"[2, 4, 8, 12, 24, 60, 102, 300, 744, 2028]","{4: 2092, 8: 492, 92: 89, 12: 306, 46: 73, 18: 118, 272: 26, 146: 45, 32: 71, 1700: 5, 174: 18, 192: 26, 850: 5, 180: 8, 2798: 3, 596: 3, 3474: 1, 3468: 1, 1: 1, 3: 1}",023678
1401001000,3384,6588,4286,10224,"[6, 36, 84, 180, 312, 522, 1488, 3780, 10224]","{28: 377, 2: 1293, 14: 306, 12: 495, 82: 115, 42: 189, 4: 304, 436: 21, 44: 73, 56: 115, 218: 18, 54: 29, 1324: 5, 714: 11, 148: 16, 888: 3, 878: 5, 932: 5, 4286: 2, 1: 1, 35: 1}",023678
1401001010,3384,37332,3700,8826,"[2, 6, 30, 72, 156, 270, 450, 1284, 3264, 8826]","{24: 377, 2: 1293, 12: 306, 10: 495, 70: 115, 36: 189, 4: 304, 376: 21, 38: 73, 48: 115, 188: 18, 46: 29, 1142: 5, 616: 11, 128: 16, 766: 3, 758: 5, 804: 5, 3700: 2, 1: 1, 29: 1}",023678
1410000000,3384,3530,6696,3900,"[12, 54, 132, 174, 570, 1446, 3900]","{4: 2092, 8: 492, 182: 89, 36: 424, 94: 73, 518: 26, 284: 45, 80: 71, 3278: 5, 342: 26, 372: 26, 1642: 5, 5396: 3, 1160: 3, 6696: 2, 1: 1, 5: 1}",023678
1410000010,3384,34274,5622,3276,"[2, 12, 44, 108, 150, 480, 1212, 3276]","{4: 2092, 8: 492, 152: 89, 28: 306, 78: 73, 30: 118, 436: 26, 238: 45, 64: 71, 2752: 5, 286: 18, 312: 26, 1378: 5, 288: 8, 4530: 3, 972: 3, 5622: 1, 5620: 1, 1: 1, 3: 1}",023678
1410001000,3384,12814,5650,3282,"[6, 66, 102, 168, 474, 1218, 3282]","{158: 89, 2: 1293, 4: 1291, 34: 424, 90: 73, 440: 26, 248: 45, 68: 71, 2774: 5, 304: 26, 316: 26, 1398: 5, 4556: 3, 992: 3, 5650: 2, 1: 1, 19: 1}",023678
1410001010,3384,43558,4648,2700,"[2, 6, 54, 84, 138, 390, 1002, 2700]","{130: 89, 2: 1293, 4: 1291, 28: 424, 74: 73, 362: 26, 204: 45, 56: 71, 2282: 5, 250: 26, 260: 26, 1150: 5, 3748: 3, 816: 3, 4648: 2, 1: 1, 15: 1}",023678
1411000000,3384,26463,4416,2568,"[6, 12, 36, 96, 102, 372, 960, 2568]","{4: 2092, 8: 492, 116: 89, 24: 306, 58: 73, 18: 118, 332: 26, 182: 45, 56: 71, 2156: 5, 222: 18, 240: 26, 1078: 5, 216: 8, 3554: 3, 764: 3, 4410: 1, 4416: 1, 1: 1, 5: 1}",023678
1411000010,3384,57207,4100,2388,"[2, 4, 12, 32, 84, 102, 348, 888, 2388]","{4: 2092, 8: 492, 108: 89, 20: 306, 54: 73, 18: 118, 312: 26, 170: 45, 48: 71, 2004: 5, 206: 18, 224: 26, 1002: 5, 204: 8, 3302: 3, 708: 3, 4098: 1, 4100: 1, 1: 1, 3: 1}",023678
1411001000,3384,10493,4286,10224,"[6, 12, 24, 84, 180, 312, 522, 1488, 3780, 10224]","{28: 377, 2: 1293, 14: 306, 12: 495, 82: 115, 42: 189, 4: 304, 436: 21, 44: 73, 56: 115, 218: 18, 54: 29, 1324: 5, 714: 11, 148: 16, 888: 3, 878: 5, 932: 5, 4286: 2, 1: 1, 23: 1}",023678
1411001010,3384,41237,3700,8826,"[2, 6, 10, 20, 72, 156, 270, 450, 1284, 3264, 8826]","{24: 377, 2: 1293, 12: 306, 10: 495, 70: 115, 36: 189, 4: 304, 376: 21, 38: 73, 48: 115, 188: 18, 46: 29, 1142: 5, 616: 11, 128: 16, 766: 3, 758: 5, 804: 5, 3700: 2, 1: 1, 19: 1}",023678
